,transaction_date,owner,ticker,asset_type,type,amount,senator,est_amt,5_day_pct_change,15_day_pct_change,30_day_pct_change
78,4/5/2019,Spouse,NVS,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,-0.04726202,-0.036694523,-0.026245684
79,10/16/2020,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.016019305,0.054338615,-0.029685489
80,10/16/2020,Child,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.023142286,-0.01939419,-0.020309452
81,10/16/2020,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.016019305,0.054338615,-0.029685489
82,10/16/2020,Child,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.023142286,-0.01939419,-0.020309452
83,10/16/2020,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.016019305,0.054338615,-0.029685489
84,10/16/2020,Child,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.023142286,-0.01939419,-0.020309452
87,10/13/2020,Spouse,BBY,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,0.02267152,0.005160313,-0.039505949
88,10/13/2020,Spouse,NVAX,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,-0.161323315,-0.286834923,-0.187158912
90,10/30/2020,Spouse,IJR,Other Securities,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.056789838,0.164676495,
93,9/9/2020,Joint,CB,Stock,Sale,"$15,001 - $50,000",Sheldon Whitehouse,-32500.5,-0.029700605,-0.043619635,0.056037622
94,9/30/2020,Joint,TT,Stock,Sale,"$15,001 - $50,000",Sheldon Whitehouse,-32500.5,0.055175262,0.062845342,0.179051574
95,9/30/2020,Self,TT,Stock,Sale,"$15,001 - $50,000",Sheldon Whitehouse,-32500.5,0.055175262,0.062845342,0.179051574
97,9/11/2020,Spouse,AAPL,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,-0.046071449,0.00910713,0.027142883
98,9/14/2020,Child,NFLX,Stock,Sale,"$1,001 - $15,000",Ron L Wyden,-8000.5,0.023285592,0.093205421,0.025154286
99,9/14/2020,Child,NFLX,Stock,Sale,"$1,001 - $15,000",Ron L Wyden,-8000.5,0.023285592,0.093205421,0.025154286
100,9/23/2020,Child,NFLX,Stock,Sale,"$1,001 - $15,000",Ron L Wyden,-8000.5,0.062514639,0.1505281,0.05596997
103,9/24/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,0.000853614,0.014185075,0.034365709
104,9/22/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,-0.039435497,-0.006919011,-0.014435998
105,9/22/2020,Spouse,WIW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,-0.023580712,-0.001746744,-0.004314525
106,9/22/2020,Spouse,ATOAX,Other Securities,Purchase,"$15,001 - $50,000",Thomas R Carper,32500.5,0,9.92E-05,0.000198336
107,9/4/2020,Spouse,BA,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,-0.033323571,-0.029055838,-0.023034214
108,9/4/2020,Spouse,WMT,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,,,
109,9/17/2020,Spouse,AAPL,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.019213336,0.041961199,0.0451332
110,9/14/2020,Spouse,NVDA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.027578812,0.059837905,0.020897574
111,9/11/2020,Spouse,AAPL,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.046071449,0.00910713,0.027142883
112,9/9/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.044237976,-0.012870791,-0.00383561
113,9/4/2020,Spouse,NVDA,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,0.019786178,0.03267978,0.06934035
114,9/4/2020,Spouse,NFLX,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,75000.5,-0.077104891,-0.049220026,0.028427446
115,9/4/2020,Spouse,NVDA,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,75000.5,0.019786178,0.03267978,0.06934035
116,9/4/2020,Spouse,NFLX,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,-0.077104891,-0.049220026,0.028427446
117,9/4/2020,Spouse,BYND,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,0.137974829,0.202511552,0.463519312
118,9/4/2020,Spouse,NVDA,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,0.019786178,0.03267978,0.06934035
119,9/3/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.073461238,-0.071144888,-0.015387159
120,9/2/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,75000.5,-0.136301344,-0.176407903,-0.081354615
121,9/1/2020,Spouse,TSLA,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,-0.228965355,-0.199326397,-0.028944322
122,9/4/2020,Spouse,NVDA,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,0.019786178,0.03267978,0.06934035
123,9/16/2020,Spouse,W,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,0.066032162,0.146936425,0.051234381
124,9/9/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.044237976,-0.012870791,-0.00383561
125,9/9/2020,Spouse,ZM,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,0.047529885,0.206492988,0.317053793
126,9/4/2020,Spouse,MSFT,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,-0.041260247,-0.022450406,-0.000140027
127,9/3/2020,Spouse,MSFT,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.061067658,-0.043626323,0.010860554
128,9/3/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.073461238,-0.071144888,-0.015387159
140,9/2/2020,Spouse,W,Stock,Sale,"$50,001 - $100,000",Ron L Wyden,-75000.5,-0.118583682,-0.054461899,-0.007361485
141,9/2/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,-0.136301344,-0.176407903,-0.081354615
142,9/1/2020,Spouse,AMZN,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,-0.065876564,-0.142681587,-0.038698345
143,8/27/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,-0.033037415,-0.1453484,-0.064314859
144,8/27/2020,Spouse,AMWD,Stock,Sale,"$1,001 - $15,000",Ron L Wyden,-8000.5,-0.044515887,-0.099931234,0.053694269
145,8/26/2020,Spouse,IRBT,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,0.024587984,0.018179432,0.131310503
146,8/25/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.022698689,0.005218794,0.100289266
147,8/25/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.052027485,0.171274854,0.255318418
148,8/24/2020,Spouse,W,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,-0.122603558,-0.200177526,-0.124970385
149,8/24/2020,Spouse,SQ,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.051189173,0.017853659,0.155148587
150,8/24/2020,Spouse,KR,Stock,Sale,"$50,001 - $100,000",Ron L Wyden,-75000.5,-0.010538102,-0.092623424,-0.058513663
151,8/24/2020,Spouse,CLX,Stock,Sale,"$1,001 - $15,000",Ron L Wyden,-8000.5,0.001658245,-0.06068211,-0.05369066
152,8/24/2020,Spouse,AMWD,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.080302706,-0.104372508,-0.072524717
153,8/19/2020,Spouse,SBUX,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.061574272,0.093391735,0.117351575
154,8/19/2020,Spouse,MSFT,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.05460183,-0.020648554,0.01316173
155,8/19/2020,Spouse,LOW,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.076509988,0.000315937,0.056166288
156,8/19/2020,Spouse,IBM,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.002664696,-0.026485834,-0.022206071
157,8/19/2020,Spouse,DIS,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.034515114,0.042654807,-0.034906466
158,8/19/2020,Spouse,CMCSA,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.020313987,0.016158863,0.072022173
159,8/19/2020,Spouse,CSCO,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.009075682,-0.054931951,-0.064774851
160,8/19/2020,Spouse,AAPL,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.093468494,-0.019164666,0.009355548
161,8/18/2020,Spouse,VZ,Stock,Purchase,"$1,001 - $15,000","Angus S King, Jr.",8000.5,0.004055441,0.014531952,0.005238244
162,8/18/2020,Spouse,SLB,Stock,Sale,"$1,001 - $15,000","Angus S King, Jr.",-8000.5,-0.025796701,-0.052444102,-0.207739401
163,8/18/2020,Spouse,XOM,Stock,Sale,"$1,001 - $15,000","Angus S King, Jr.",-8000.5,-0.036530755,-0.105585633,-0.190902663
164,8/18/2020,Spouse,COP,Stock,Sale,"$1,001 - $15,000","Angus S King, Jr.",-8000.5,-0.036697394,-0.145549322,-0.18571785
165,9/2/2020,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",8000.5,-0.025234031,-0.050875068,-0.065934086
167,8/28/2020,Child,TSLA,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,8000.5,-0.055028431,0.015157726,-0.000858419
168,8/27/2020,Child,AAPL,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,8000.5,-0.033037415,-0.1453484,-0.064314859
169,8/21/2020,Spouse,WFC,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.044416294,0.049492435,0.034264012
170,8/21/2020,Spouse,DIS,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.063559249,0.029896402,-0.031936595
171,8/21/2020,Spouse,V,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.056728546,0.004163954,-0.002890385
172,8/21/2020,Spouse,TXN,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.022518395,-0.012826868,0.026722723
173,8/21/2020,Spouse,JPM,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.056000764,0.052918235,0.027116981
174,8/21/2020,Spouse,KO,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.053934033,0.081228495,0.052870585
175,8/21/2020,Spouse,AAPL,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.003517776,-0.072445137,-0.063278923
176,8/21/2020,Spouse,ALL,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.003817253,0.01073636,-0.002782648
177,8/21/2020,Spouse,ABBV,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,-0.007273909,-0.046067871,-0.073054989
178,8/21/2020,Spouse,KR,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,-0.016986925,-0.085491521,-0.038429457
179,8/21/2020,Spouse,CVX,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,0.006464483,-0.091560822,-0.145510099
180,8/21/2020,Spouse,BRK-B,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,0.053608498,0.060309551,0.023767093
181,8/21/2020,Self,WFC,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.044416294,0.049492435,0.034264012
182,8/21/2020,Self,DIS,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.063559249,0.029896402,-0.031936595
183,8/21/2020,Self,V,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.056728546,0.004163954,-0.002890385
184,8/21/2020,Self,TXN,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.022518395,-0.012826868,0.026722723
185,8/21/2020,Self,RDS-B,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.022127024,-0.062455339,
186,8/21/2020,Self,OXY,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,-0.00227963,-0.226446727,-0.200585591
187,8/21/2020,Self,MPC,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.04774004,-0.095480244,-0.17401135
188,8/21/2020,Self,JPM,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.056000764,0.052918235,0.027116981
189,8/21/2020,Self,COST,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.010910931,-0.004903923,0.040538608
190,8/21/2020,Self,KO,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.053934033,0.081228495,
191,8/21/2020,Self,BRK-B,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.053608498,0.060309551,0.023767093
192,8/21/2020,Self,AAPL,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.003517776,-0.072445137,-0.063278923
193,8/21/2020,Self,ALL,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,0.003817253,0.01073636,-0.002782648
194,8/21/2020,Self,ABBV,Stock,Sale,"$1,001 - $15,000","Jerry Moran,",-8000.5,-0.007273909,-0.046067871,-0.073054989
195,8/21/2020,Self,KR,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,-0.016986925,-0.085491521,-0.038429457
196,8/21/2020,Self,USB,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,0.056518111,0.07554668,0.08418436
197,8/21/2020,Self,JNJ,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,0.012454769,-0.022405097,-0.023195968
198,8/21/2020,Self,INTC,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,0.023336061,0.002638015,0.048904217
199,8/21/2020,Self,GILD,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,-0.018646615,0.00804634,-0.033588344
200,8/21/2020,Self,CVS,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,-0.011416947,-0.093368731,-0.078041846
201,8/21/2020,Self,CVX,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,0.006464483,-0.091560822,-0.145510099
202,8/21/2020,Self,BAC,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",8000.5,0.052842227,0.038005415,-0.007545905
205,8/21/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,0.002513657,0.016338526,-0.013455864
206,8/21/2020,Spouse,GBIL,Other Securities,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,-4.98E-05,-5.97E-05,-5.97E-05
207,8/21/2020,Spouse,TCEHY,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.011071123,-0.015672235,-0.0166787
208,8/21/2020,Spouse,ARE,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,-0.005741371,-0.041068669,-0.015148138
209,8/21/2020,Spouse,CONE,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.004258001,-0.069708024,-0.065495741
210,8/13/2020,Spouse,GLD,Other Securities,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.00092728,-0.011945685,-0.045764465
211,8/7/2020,Spouse,KWEB,Other Securities,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,-0.032386235,0.05711758,0.000294371
212,8/6/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,-0.008309066,0.00650135,0.025083083
213,8/6/2020,Spouse,LUBFX,Other Securities,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0,0,0.000498243
214,8/6/2020,Spouse,GBIL,Other Securities,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0,0,-9.98E-06
215,8/27/2020,Spouse,AAPL,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,-0.033037415,-0.1453484,-0.064314859
216,8/5/2020,Spouse,BA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,0.006655977,-0.013656214,-0.038730778
217,8/19/2020,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,,,
218,8/18/2020,Spouse,GOLD,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.042942704,0.016827572,-0.061620999
219,8/18/2020,Spouse,BBY,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,0.019182063,-0.015110369,0.012164428
220,8/18/2020,Spouse,GLD,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.036985821,-0.027261079,-0.058773504
221,8/17/2020,Spouse,NVAX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.233202578,-0.45148847,-0.305921701
222,8/27/2020,Spouse,AAPL,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,-0.033037415,-0.1453484,-0.064314859
223,8/3/2020,Spouse,TSLA,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,75000.5,-0.044734043,0.356363624,0.514343467
224,8/3/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,75000.5,0.03665638,0.157401495,0.062520478
225,7/31/2020,Spouse,AAPL,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,0.047551568,0.17254122,0.08759631
226,8/20/2020,Child,NFLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,0.056979365,-0.031873861,0.010363534
227,8/20/2020,Child,NFLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,0.056979365,-0.031873861,0.010363534
228,8/20/2020,Child,NFLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,0.056979365,-0.031873861,0.010363534
229,8/21/2020,Spouse,NVDA,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.036602605,0.015185225,0.075931782
230,8/21/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.020939428,0.006979809,0.063698677
231,8/21/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.054206842,0.126020095,0.234982076
232,8/21/2020,Spouse,SQ,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.005351299,-0.068987826,0.166473185
233,8/21/2020,Spouse,T,Stock,Sale,"$50,001 - $100,000",Ron L Wyden,-75000.5,0.011788508,-0.01852476,-0.034354994
234,8/21/2020,Spouse,XOM,Stock,Sale,"$15,001 - $50,000",Ron L Wyden,-32500.5,-0.007802986,-0.106071649,-0.177273733
235,8/19/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,-0.002667505,-0.009006732,0.052251746
236,8/19/2020,Spouse,NVDA,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.05227179,0.01457626,0.12193223
237,8/19/2020,Spouse,KR,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.004141354,-0.040861308,-0.060739936
238,8/19/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.037954565,0.082749364,0.225739429
239,8/18/2020,Spouse,LOW,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.050725008,0.010258951,0.050345111
240,8/18/2020,Spouse,DHI,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.026380251,-0.047185238,0.02841985
241,8/17/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.006684595,-0.017799852,0.057850652
242,8/14/2020,Spouse,UPS,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,-0.004335395,0.006621026,0.057459212
243,8/14/2020,Spouse,PSA,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.031512197,0.05942864,0.114428855
244,8/14/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.009060345,0.087088805,0.22323936
245,8/11/2020,Spouse,F,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,-0.0470263,-0.055325048,-0.081604447
246,8/11/2020,Spouse,DHI,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.065179599,0.062572398,0.030851647
247,8/7/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.034154604,0.123253492,-0.0092924
248,8/5/2020,Spouse,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.031197377,0.1610413,0.104353478
249,8/5/2020,Spouse,PSA,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.007158454,0.058587561,0.138463329
250,8/5/2020,Spouse,KR,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.013679047,0.041896314,-0.068681628
251,8/5/2020,Spouse,DHI,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,0.049190448,0.090563135,0.079520595
252,8/5/2020,Spouse,COUP,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,-0.109419532,0.050294309,-0.225074381
253,8/5/2020,Spouse,CLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.043051136,-0.071133436,-0.12780403
254,8/5/2020,Spouse,BYND,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,-0.066772179,-0.054035765,0.184866971
255,8/4/2020,Spouse,PSA,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,-0.011868115,0.026715588,0.125057817
256,8/4/2020,Spouse,MTCH,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,0.073719442,0.043785434,0.00678631
257,8/4/2020,Spouse,KR,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,8000.5,-0.031930013,0.024827021,-0.090494449
258,8/4/2020,Spouse,KLAC,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,-0.021278644,0.030674795,-0.113770702
259,8/4/2020,Spouse,DIS,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.112541602,0.106573385,0.126182925
260,8/3/2020,Spouse,MAR,Stock,Sale,"$100,001 - $250,000",Ron L Wyden,-175000.5,0.162954995,0.172054638,0.261853492
261,8/3/2020,Spouse,VAC,Stock,Sale,"$15,001 - $50,000",Ron L Wyden,-32500.5,0.149051772,0.120304372,0.189757204
262,8/3/2020,Spouse,INTC,Stock,Sale,"$15,001 - $50,000",Ron L Wyden,-32500.5,0.025968553,0.024300916,0.042227231
263,7/31/2020,Spouse,MSFT,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.036437314,0.041583057,0.00437316
264,7/30/2020,Spouse,OSK,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,-0.003736835,-0.031054603,-0.037430917
265,7/30/2020,Spouse,NVDA,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,75000.5,0.067976302,0.143866678,0.146423549
266,7/30/2020,Spouse,BYND,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,32500.5,0.075089216,0.037301318,0.093739906
267,7/22/2020,Spouse,ICE,Stock,Sale,"$5,000,001 - $25,000,000",Kelly Loeffler,-15000000.5,-0.018321816,0.035082274,0.106912378
274,2/27/2019,Spouse,WW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,0.073309242,0.006711366,0.060402686
277,4/26/2019,Self,TEL,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,0.012062082,-0.052587064,-0.026679645
278,4/26/2019,Self,LH,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,0.066808965,0.063316575,0.082912998
279,4/16/2019,Self,CLR,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.022703974,-0.130701603,-0.262016736
280,5/16/2019,Spouse,GE,Stock,Sale,"$1,001 - $15,000",Timothy M Kaine,-8000.5,-0.056268495,-0.014807594,0.037522728
304,7/15/2020,Spouse,TROW,Stock,Sale,"$1,001 - $15,000",William Cassidy,-8000.5,0.031349383,0.052324771,0.031273737
305,7/15/2020,Spouse,PLD,Stock,Purchase,"$1,001 - $15,000",William Cassidy,8000.5,0.049498581,0.119052706,0.077768283
306,11/26/2019,Spouse,KHC,Stock Option,Sale,"$1,001 - $15,000",Roy Blunt,-8000.5,0.01837876,0.042008585,0.007548484
307,12/2/2019,Spouse,MDLZ,Stock Option,Sale,"$50,001 - $100,000",Roy Blunt,-75000.5,0.025170217,0.035768254,0.041326223
309,1/31/2019,Joint,TNTOF,Corporate Bond,Purchase,"$15,001 - $50,000",Patrick J Toomey,32500.5,0,0,0
311,7/5/2019,Self,IBM,Stock,Sale,"$1,001 - $15,000",Sheldon Whitehouse,-8000.5,0.009619543,0.070589828,-0.042749783
312,7/5/2019,Spouse,IBM,Stock,Sale,"$1,001 - $15,000",Sheldon Whitehouse,-8000.5,0.009619543,0.070589828,-0.042749783
314,7/20/2020,Child,NKLA,Stock,Sale,"$1,001 - $15,000",Patrick J Toomey,-8000.5,-0.13654096,0.165409635,0.061378428
315,7/9/2020,Child,NKLA,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,8000.5,-0.073936963,-0.487694804,-0.278259655
316,7/7/2020,Child,TSLA,Stock,Sale,"$1,001 - $15,000",Patrick J Toomey,-8000.5,0.091332947,0.062330092,0.357755529
317,7/7/2020,Child,TSLA,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,8000.5,0.091332947,0.062330092,0.357755529
318,7/6/2020,Spouse,TGT,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,-0.00427702,0.028933269,0.159342624
319,7/31/2020,Spouse,AAL,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,0.171762578,0.093525177,0.192446076
320,7/2/2020,Spouse,NOC,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.057973404,0.008774994,0.103526078
321,7/2/2020,Spouse,AAL,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,-0.044800034,-0.088799973,0.066399994
322,7/2/2020,Spouse,BA,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.013107655,-0.038991224,-0.015098699
323,7/2/2020,Spouse,MA,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,-0.020981243,0.016235251,0.082059413
324,7/27/2020,Spouse,BA,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.046648271,0.0105751,-0.053639648
325,7/15/2020,Spouse,NFLX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.063907048,-0.040419723,0.046382332
326,7/13/2020,Spouse,NFLX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,-0.043939099,-0.051151294,-0.069819224
327,7/7/2020,Spouse,AAL,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,-0.028547452,-0.011754777,0.057934554
